id,sourceDocumentId,topicId,type,questionText,options,correctAnswer,explanation,difficulty,createdAt,lastUsed,useCount
"61","4","4","case","Ein Handelsunternehmen hat sich für die Einführung eines komplexen, mehrstufigen Kennzahlensystems entschieden, um sowohl die Rentabilität als auch die Liquidität genauestens zu erfassen und zu steuern. Welches Kennzahlensystem eignet sich am besten für diese Aufgabe, unter der Prämisse, dass eine sowohl allgemeine als auch spezifische Betrachtung möglich sein soll, und was sind die Grundvoraussetzungen für seine effiziente Anwendung?","[{""id"":""a"",""text"":""Das Du-Pont-Schema mit dem Fokus auf die kurzfristige Gewinnmaximierung durch ROI-Berechnungen."",""correct"":false},{""id"":""b"",""text"":""Das Balanced Scorecard System, das die Integration finanzieller und nicht-finanzieller Perspektiven ermöglicht."",""correct"":false},{""id"":""c"",""text"":""Das RL-Kennzahlensystem, das sich durch die gleichberechtigte Berücksichtigung von Rentabilität und Liquidität über einen allgemeinen und einen Sonderteil auszeichnet."",""correct"":true},{""id"":""d"",""text"":""Das ZVEI-Kennzahlensystem, das stark auf die Bewertung der Eigenkapitalrentabilität fokussiert ist und weniger flexible Anpassungen zulässt."",""correct"":false}]","","Das RL-Kennzahlensystem ist speziell für Controlling-Zwecke entwickelt worden und eignet sich durch seine duale Ausrichtung sowohl auf Rentabilität als auch auf Liquidität. Es bietet die Möglichkeit zu einer breiten Vergleichbarkeit und einer detaillierten, unternehmensspezifischen Analyse.","profi","2025-08-20T08:01:13.107Z","2025-08-20T11:43:28.122Z","3"
"62","5","26","definition","Ein mittelständisches Unternehmen im Bereich E-Commerce mit 300 Mitarbeitern plant die Implementierung eines Integrierten Managementsystems (IMS) und erwägt die Berücksichtigung mehrerer ISO-Normen. Dabei ist zu berücksichtigen, dass das Unternehmen neben der produktionsbezogenen auch eine starke Serviceorientierung aufweist. In diesem Kontext stellt sich die Frage, welche wesentlichen Bestandteile und Vorteile ein solches integriertes Managementsystem umfassen sollte, um eine ganzheitliche Steuerung und Kontrolle zu gewährleisten.","[{""id"":""a"",""text"":""Ein IMS kombiniert technische und rechtliche Normen zur Steigerung der Gewinnmaximierung lediglich durch ISO 9001 und ISO 56002."",""correct"":false},{""id"":""b"",""text"":""Ein IMS besteht aus Prozessen, die durch ISO-Normen wie ISO 9001, ISO 14001, ISO 45001 abgedeckt sind und dient der Organisation und Steuerung unter Einhaltung der Corporate Governance."",""correct"":true},{""id"":""c"",""text"":""Ein Managementsystem dient ausschließlich der Umweltüberwachung und umfasst nur ISO-Normen zum Umweltschutz und Arbeitsschutz wie ISO 14001 und ISO 45001."",""correct"":false},{""id"":""d"",""text"":""Ein IMS konzentriert sich primär auf finanzielle Systeme und Standards und ergänzt diese durch optionale rechtliche Vorgaben der ISO 26000."",""correct"":false}]","","Ein integriertes Managementsystem (IMS) umfasst Prozesse und Abläufe zur Steuerung und Kontrolle in verschiedenen Bereichen, darunter Qualität, Umwelt, Risiko und Gesundheitsschutz, basierend auf entsprechenden ISO-Normen wie ISO 9001 (Qualität), ISO 14001 (Umwelt) und ISO 45001 (Arbeitsschutz).","profi","2025-08-20T08:01:54.572Z","2025-08-20T11:46:28.739Z","2"
"63","5","26","case","Ein Unternehmen im Bereich Online-Handel überlegt, eine BCG-Portfolioanalyse durchzuführen, um seine Produkte optimal zu bewerten. In der Bewertung wird das SGF A als ""Cash Cow"" identifiziert, während das SGF B als ""Question Mark"" eingestuft wird. Das Unternehmen plant Investitionen im Segment B. Welche der folgenden Strategien ist bei einer BCG-Portfolioanalyse für die optimale Verteilung der Investitionen besonders sinnvoll, gegeben den eingeschätzten Status der Geschäftsfelder?","[{""id"":""a"",""text"":""Der Fokus sollte primär auf dem Erhalt und dem Ausbau von SGF A liegen, um stabile Einnahmen zu gewährleisten und keine Risiken einzugehen."",""correct"":false},{""id"":""b"",""text"":""Investitionen sollten in SGF B gesteigert werden, um aus dem Question Mark ein Star zu machen, während SGF A durch minimale Mittel stabilisiert wird."",""correct"":true},{""id"":""c"",""text"":""Die Strategie sollte darauf abzielen, Mittel gleichmäßig auf beide SGFs zu verteilen, um sowohl Wachstum als auch Stabilität zu fördern."",""correct"":false},{""id"":""d"",""text"":""Es sollten alle Ressourcen vom SGF B abgezogen werden, da Question Marks oft einen unverhältnismäßig hohen Aufwand erfordern."",""correct"":false}]","","Bei einer BCG-Analyse ist es sinnvoll, in Question Marks zu investieren, um sie in Stars zu verwandeln und zukünftiges Wachstum zu unterstützen, während Cash Cows geschöpft werden, um stabile Erlöse zu erzielen.","profi","2025-08-20T08:01:54.572Z","2025-08-20T12:02:58.098Z","2"
"64","6","6","definition","In einem mittelständischen Unternehmen wird das Anforderungsmanagement als kritischer Erfolgsfaktor für das standardisierte Projektvorgehen betrachtet. Dabei stellt sich frequently die Frage der exakten Abgrenzung von Managementterminologien. Unterscheiden Sie detailliert das Anforderungsmanagement vom Requirements Engineering und geben Sie hierbei acht auf spezifische Überschneidungen im Bereich der Business-Analyse, indem Sie mindestens zwei Aspekte pro Begriff benennen.","[{""id"":""a"",""text"":""Anforderungsmanagement ist ein Teil des Requirements Engineerings und betrachtet vorrangig die Planung von Anforderungen über den Lebenszyklus eines Projekts."",""correct"":false},{""id"":""b"",""text"":""Requirements Engineering umfasst die Erstellung von Risikoanalysen und Änderungsmanagement, während das Anforderungsmanagement über den gesamten Projektlebenszyklus hinweg Änderungen steuert."",""correct"":false},{""id"":""c"",""text"":""Anforderungsmanagement konzentriert sich auf Steuerung, Kontrolle und Verwaltung und Requirements Engineering auf die Entwicklung und Überprüfung von Anforderungen."",""correct"":true},{""id"":""d"",""text"":""Im Requirements Engineering steht die Befriedigung aller Stakeholderwünsche im Vordergrund, während Anforderungsmanagement sich ausschließlich mit document der Anforderungen beschäftigt."",""correct"":false}]","","Das Anforderungsmanagement ist ein Teil des Requirements Engineerings und umfasst die Steuerung, Kontrolle und Verwaltung von Anforderungen. Das Requirements Engineering hingegen bezieht sich auf die generelle Entwicklung und Überprüfung von Anforderungen. Beide Disziplinen überschneiden sich in der Business-Analyse.","basic","2025-08-20T08:13:29.852Z","2025-08-20T19:06:16.680Z","4"
"65","6","6","case","Ein traditionelles Einzelhandelsunternehmen möchte seinen E-Commerce-Auftritt durch die Einführung eines neuen Online-Shops mit etwa 1.000 Artikeln diversifizieren. Angesichts eines durchschnittlichen Warenkorbs von 150 €, diskutiert das Management mögliche Auswirkungen auf bestehende Geschäftskanäle. Wenn sie die Systemarchitektur und die damit verbundenen Schichten sowie die Funktionen im neuen System aufbauen, welche Technologie sollten sie für die Nutzerinteraktion verwenden, um potenziell kurzfristige Systemausfallzeiten zu minimieren und die Nutzererfahrung zu maximieren?","[{""id"":""a"",""text"":""Verwendung von serverseitigen Hochsprachen wie C++ für die Front-End-Interaktionen, um robuste Client-Server-Verbindungen sicherzustellen."",""correct"":false},{""id"":""b"",""text"":""Einsatz von JavaScript für reaktionsfähige dynamische Elemente auf der Benutzeroberfläche, da es clientseitig verarbeitet wird."",""correct"":true},{""id"":""c"",""text"":""SSLEncryption als primäre Technologie für Front-End-Kommunikation, um jegliche Daten während des Nutzerzugriffs zu sichern und zu verschlüsseln."",""correct"":false},{""id"":""d"",""text"":""Implementierung von Java Servlets auf der Benutzerseite zur Verwaltung von Front-End-Styling und dynamischen Inhalten."",""correct"":false}]","","JavaScript wird idealerweise für die Erstellung dynamischer, reaktionsfähiger Benutzeroberflächen verwendet, da es direkt im Browser des Nutzers ausgeführt wird, was die Interaktionen flüssiger und weniger abhängig von den Serverantwortzeiten macht.","basic","2025-08-20T08:13:29.853Z","2025-08-20T18:35:44.380Z","4"
"66","6","6","assignment","Zu welchem Thema gehört folgender Begriff: Versionierung","[{""id"":""a"",""text"":""Change Management"",""correct"":false},{""id"":""b"",""text"":""Risk Management"",""correct"":false},{""id"":""c"",""text"":""Controlling"",""correct"":false},{""id"":""d"",""text"":""Anforderungsmanagement"",""correct"":true}]","","Die Versionierung ist ein Kernbestandteil des Anforderungsmanagements, da sie die Dokumentation von Projektständen und die Option zur Rückführung auf frühere Anforderungsstufen ermöglicht, was zentral für die Verwaltung und Kontrolle von Anforderungen ist.","basic","2025-08-20T08:13:29.853Z","2025-08-20T18:37:05.127Z","3"
"67","6","6","definition","Erklären Sie umfassend die ACID-Eigenschaften, wie sie im Bereich des E-Payment angewendet werden, und illustrieren Sie anhand eines Beispiels, wie diese Eigenschaften die Sicherheit und Integrität elektronischer Transaktionen unterstützen.","[{""id"":""a"",""text"":""ACID steht für Atomicity, Consistency, Isolation, Durability; es stellt sicher, dass Datenbanktransaktionen valide und konsistent bleiben, indem jede Transaktion ‚alles oder nichts‘ ausführt."",""correct"":true},{""id"":""b"",""text"":""Die ACID-Eigenschaften definieren die Benutzerfreundlichkeit eines E-Payment-Systems, indem sie die Authentifizierungsmethoden und den Datenschutz optimieren."",""correct"":false},{""id"":""c"",""text"":""ACID bezieht sich auf fortschrittliche Datenverschlüsselungstechniken im E-Commerce, die Hackern den Zugriff auf Zahlungsinformationen erschweren."",""correct"":false},{""id"":""d"",""text"":""Im E-Payment verweist ACID auf speicherbasierte Zahlungssysteme, die auf der Konformität von Hardware-Zertifikaten basieren."",""correct"":false}]","","Die ACID-Eigenschaften gewährleisten die Sicherheit und Konsistenz von Zahlungen, indem sie bestimmen, dass jede Transaktion in vollständiger Abgeschiedenheit abläuft, um eine konsistente Datenbank ohne Teilausführungen zu ermöglichen. Im Kontext des E-Payment, z. B bei einer Online-Bestellung, stellt 'Atomicity' sicher, dass entweder die Bestellung als Ganzes abgeschlossen wird (inkl. der Belastung des Kontos), oder bei einem Fehler keine Teilleistungen erfolgen.","basic","2025-08-20T08:13:29.853Z","2025-08-20T11:44:19.390Z","2"
"68","7","27","definition","Was versteht man im E-Commerce unter dem Begriff 'Conversion Funnel'?","[{""id"":""a"",""text"":""Eine Methode zur Lagerverwaltung"",""correct"":false},{""id"":""b"",""text"":""Eine Abfolge von Webseiten bis zur gewünschten Aktion wie Kaufabschluss"",""correct"":true},{""id"":""c"",""text"":""Ein System zur Retourenabwicklung"",""correct"":false},{""id"":""d"",""text"":""Ein Prozess zur Logistikoptimierung"",""correct"":false}]","","Der Conversion Funnel beschreibt im E-Commerce die definierten Schritte, die ein Nutzer durchläuft, um eine gewünschte Aktion, wie den Kaufabschluss, zu erreichen.","profi","2025-08-20T08:13:41.906Z","2025-08-20T19:06:40.566Z","4"
"69","7","27","case","Ein Online-Shop hat 1.250 Bestellungen und einen Umsatz von 185.000 Euro im September. Wie hoch ist der durchschnittliche Warenkorbwert (Average Order Value, AOV) für diesen Zeitraum?","[{""id"":""a"",""text"":""148 €"",""correct"":true},{""id"":""b"",""text"":""125 €"",""correct"":false},{""id"":""c"",""text"":""160 €"",""correct"":false},{""id"":""d"",""text"":""140 €"",""correct"":false}]","","Der durchschnittliche Warenkorbwert wird berechnet, indem man den Umsatz des Zeitraums durch die Anzahl der Bestellungen teilt: 185.000 € / 1.250 Bestellungen = 148 €.","profi","2025-08-20T08:13:41.907Z","2025-08-20T12:13:39.529Z","2"
"70","7","27","assignment","Zu welchem Thema gehört folgender Begriff: Engagement Rate","[{""id"":""a"",""text"":""Prozessmanagement"",""correct"":false},{""id"":""b"",""text"":""Customer Journey"",""correct"":false},{""id"":""c"",""text"":""Social-Media-Marketing"",""correct"":true},{""id"":""d"",""text"":""Logistikoptimierung"",""correct"":false}]","","Die Engagement Rate ist eine wichtige Kennzahl im Social-Media-Marketing und gibt die Interaktionsrate mit Inhalten an.","profi","2025-08-20T08:13:41.907Z","2025-08-20T12:02:28.716Z","2"
"71","7","27","assignment","Zu welchem Thema gehört folgender Begriff: Cost per Order (CPO)","[{""id"":""a"",""text"":""Inventory Management"",""correct"":false},{""id"":""b"",""text"":""Customer Journey"",""correct"":true},{""id"":""c"",""text"":""Quality Assurance"",""correct"":false},{""id"":""d"",""text"":""Supply Chain Management"",""correct"":false}]","","Cost per Order (CPO) ist eine Kennzahl, die im Kontext der Customer Journey verwendet wird, um die Kosten pro abgeschlossener Bestellung zu berechnen.","profi","2025-08-20T08:13:41.908Z","2025-08-20T12:02:20.801Z","3"
"72","8","28","definition","Ein Unternehmen im E-Commerce-Sektor möchte seinen Fokus verstärkt auf Online-Marketing-Aktivitäten legen, um sowohl die Kundenbindung zu intensivieren als auch den Absatz signifikant zu steigern. Dabei wird ein umfassendes Verständnis des Begriffs 'Online-Marketing' vorausgesetzt, das sich aus den unternehmerischen Zielsetzungen ableitet. Welche Definition von Online-Marketing trifft am genauesten auf die Erkenntnisse des Deutschen Instituts für Marketing zu?","[{""id"":""a"",""text"":""Online-Marketing bezeichnet alle Aktivitäten, die über das Internet laufen und der Markenbekanntheit dienen."",""correct"":false},{""id"":""b"",""text"":""Online-Marketing umfasst die gezielten Aktivitäten sowie Prozesse aller Unternehmensbereiche, die mithilfe von Onlinemedien Leistungen entwickeln, kommunizieren und realisieren, um einen Mehrwert für Kunden und das Unternehmen zu erreichen."",""correct"":true},{""id"":""c"",""text"":""Online-Marketing beschreibt ausschließlich die Maßnahmen zur Optimierung der Nutzererfahrung auf digitalen Plattformen."",""correct"":false},{""id"":""d"",""text"":""Online-Marketing ist die digitale Erweiterung der klassischen Werbung über soziale Medien und Online-Kanäle."",""correct"":false}]","","Die Definition gemäß dem Deutschen Institut für Marketing (DIM) hebt die gezielte Nutzung von Onlinemedien zur Erreichung eines wirtschaftlichen Mehrwerts für alle Beteiligten hervor. Es geht um gesamte Unternehmensbereiche, die durch Online-Marketing ihre Leistungen bauen und kommunizieren.","profi","2025-08-20T08:14:08.862Z","2025-08-20T12:03:53.885Z","2"
"73","8","28","case","Ein großes Unternehmen im Bereich Mobile Marketing plant die Einführung einer neuen App, die neben der Optimierung für Android- und iOS-Systeme vor allem durch innovatives App-Targeting punkten soll. Vor diesem Hintergrund sollen die Erfolgsfaktoren für eine mobile Website und deren Einfluss auf das Ranking diskutiert werden. Welche dieser Erfolgsfaktoren sind für Mobile SEO im Wesentlichen entscheidend, und warum beeinflussen sie das Ranking?","[{""id"":""a"",""text"":""Lange Ladezeiten und komplizierte Benutzeroberfläche"",""correct"":false},{""id"":""b"",""text"":""Kurze Ladezeiten, responsive Design, hohe Usability"",""correct"":true},{""id"":""c"",""text"":""Unstrukturierte Inhalte und fehlende Lokalität"",""correct"":false},{""id"":""d"",""text"":""Maximale App-Größe und allgemeine Kompatibilität"",""correct"":false}]","","Erfolgsfaktoren für Mobile SEO umfassen kurze Ladezeiten, responsive Designs und hohe Usability, da diese Faktoren die Benutzererfahrung verbessern und somit positiv auf das SEO-Ranking auswirken. Suchmaschinen bevorzugen Websites, die schnell laden und benutzerfreundlich sind, was insbesondere im mobilen Kontext entscheidend ist.","profi","2025-08-20T08:14:08.863Z","2025-08-20T11:45:28.021Z","2"
"74","8","28","assignment","Zu welchem Thema gehört folgender Begriff: SMART(I)-Zielsetzung","[{""id"":""a"",""text"":""Affiliate Marketing"",""correct"":false},{""id"":""b"",""text"":""Suchmaschinenoptimierung (SEO)"",""correct"":true},{""id"":""c"",""text"":""Influencer Marketing"",""correct"":false},{""id"":""d"",""text"":""E-Mail-Marketing"",""correct"":false}]","","SMART(I)-Zielsetzung wird im Kontext von Suchmaschinenoptimierung (SEO) angewandt, um spezifische, messbare, erreichbare, relevante und zeitgebundene Ziele zu definieren, die durch SEO-Maßnahmen erreicht werden sollen.","basic","2025-08-20T08:14:08.863Z","2025-08-20T11:45:13.165Z","2"
"75","8","28","definition","In vielerlei Hinsicht unterscheiden sich die Maßnahmen im Bereich des Suchmaschinenmarketings, insbesondere wenn es um die Optimierung für organische Suchergebnisse geht. Welche der folgenden Maßnahmen gehört eindeutig zum Bereich der Onpage-SEO und optimiert die technische sowie inhaltliche Struktur einer Website gezielt? Bitte berücksichtigen Sie die Relevanz von HTML-Formatierungen und internen Verlinkungen in Ihrer Antwort.","[{""id"":""a"",""text"":""Backlinks von hoher Qualität aufzubauen"",""correct"":false},{""id"":""b"",""text"":""Die Verwendung von Meta Titles und Descriptions sowie die interne Linkstruktur"",""correct"":true},{""id"":""c"",""text"":""Durchführung von Content-Seeding-Kampagnen"",""correct"":false},{""id"":""d"",""text"":""Erstellung umfangreicher Trend-Analysen auf Social Media"",""correct"":false}]","","Zu den Onpage-SEO-Maßnahmen gehört die Optimierung technischer und struktureller Komponenten wie beispielsweise die Nutzung von Meta Titles, Descriptions und einer durchdachten internen Verlinkung, um die Sichtbarkeit in den Suchmaschinen zu verbessern und die Benutzerfreundlichkeit zu erhöhen.","profi","2025-08-20T08:14:08.863Z","2025-08-20T19:05:17.378Z","4"
"76","9","9","definition","Was versteht man unter Business Process Management (BPM)?","[{""id"":""a"",""text"":""Einrichtung von Geschäftsstellen in verschiedenen Ländern."",""correct"":false},{""id"":""b"",""text"":""Identifikation, Gestaltung, Dokumentation, Implementierung, Steuerung und Verbesserung von Geschäftsprozessen."",""correct"":true},{""id"":""c"",""text"":""Optimierung der Personalverwaltung durch digitale Tools."",""correct"":false},{""id"":""d"",""text"":""Festlegung der Unternehmensstrategie durch die Geschäftsführung."",""correct"":false}]","","Business Process Management (BPM) beinhaltet einen ganzheitlichen Ansatz zur Verwaltung von Geschäftsprozessen, wobei Technik, Organisation und Führung berücksichtigt werden.","profi","2025-08-20T08:14:21.858Z","2025-08-20T11:47:05.426Z","2"
"77","9","9","case","Ein Unternehmen möchte seinen Online-Shop einführen. Welche zwei Prozesse sollten unbedingt Shop-intern ablaufen, um die Effizienz zu steigern?","[{""id"":""a"",""text"":""Produktkonfiguration und Preisgestaltung"",""correct"":true},{""id"":""b"",""text"":""Anfragen an den Kundenservice und Buchhaltung"",""correct"":false},{""id"":""c"",""text"":""Retourenbearbeitung und Kundenbeziehungspflege"",""correct"":false},{""id"":""d"",""text"":""Versenden von Paketen und Erstellen von Rechnungen"",""correct"":false}]","","Intra-Prozesse wie Produktkonfiguration und Preisgestaltung werden vollständig im Shop durchgeführt, um die Abläufe effizient zu halten.","profi","2025-08-20T08:14:21.858Z","2025-08-20T11:47:11.779Z","2"
"78","9","9","assignment","Zu welchem Thema gehört folgender Begriff: Supply Chain Management (SCM)","[{""id"":""a"",""text"":""Marketing-Strategien"",""correct"":false},{""id"":""b"",""text"":""Technologien der Zukunft"",""correct"":false},{""id"":""c"",""text"":""Planung und Steuerung von Waren- und Informationsflüssen"",""correct"":true},{""id"":""d"",""text"":""Finanzbuchhaltung"",""correct"":false}]","","Supply Chain Management umfasst die Planung und Steuerung von Waren- und Informationsflüssen sowohl intern als auch extern in einem Unternehmen.","profi","2025-08-20T08:14:21.859Z","2025-08-20T11:56:19.455Z","2"
"79","9","9","case","Ein Bekleidungsunternehmen plant, seine Kataloge sowohl offline als auch online zu erstellen. Welche Schwachstelle im Prozess könnte den Übergang verzögern?","[{""id"":""a"",""text"":""Die Wiederverwendung von Daten zwischen Medien."",""correct"":false},{""id"":""b"",""text"":""Die Printmedien haben einen langen Vorlauf und den Point of no Return."",""correct"":true},{""id"":""c"",""text"":""Frühe Bereitstellung und Abstimmung zwischen Zentrale und Niederlassungen."",""correct"":false},{""id"":""d"",""text"":""Zentrale Datenerfassung und schnelle Koordination."",""correct"":false}]","","Die Erstellung von Printmedien erfordert längere Vorlaufzeiten und lässt nach einem bestimmten Punkt keine Änderungen mehr zu, was den Prozess im Vergleich zur Online-Produktion verzögert.","profi","2025-08-20T08:14:21.859Z","2025-08-20T12:03:12.968Z","2"
"80","10","29","definition","Im Kontext der rechtlichen Anforderungen im E-Commerce, insbesondere bei Verträgen zwischen einem Unternehmen und einem Verbraucher im B2C-Geschäft, ist es entscheidend, dass bestimmte Informationspflichten erfüllt werden, bevor ein verbindlicher Vertragsabschluss zustande kommt. Diese umfassen unter anderem die Angabe von Preiseinkludierungen und Produktspezifikationen, wobei die aufsichtsrechtlichen Regelungen gemäß BGB maßgeblich sind. Welche der folgenden Möglichkeiten beschreibt präzise die legalen Informationspflichten, die gemäß BGB bei Verträgen im B2C-Bereich zwingend einzuhalten sind?","[{""id"":""a"",""text"":""Eine klare Übersicht über die Transport- und Lieferkosten"",""correct"":false},{""id"":""b"",""text"":""Die Nennung der AGBs in der Widerrufsbelehrung"",""correct"":false},{""id"":""c"",""text"":""Eine detaillierte Darstellung der Produkteigenschaften und Preisangaben inkl. Steuern und Gebühren"",""correct"":true},{""id"":""d"",""text"":""Das Widerrufsrecht auf dem Lieferschein"",""correct"":false}]","","Gemäß BGB müssen im B2C-Bereich insbesondere Produktspezifikationen und Preisangaben inkl. Steuern und Gebühren klar angegeben werden.","basic","2025-08-20T08:14:53.063Z","2025-08-20T11:44:13.134Z","2"
"81","10","29","case","Ein mittelständischer Online-Händler, der deutschlandweit hauptsächlich im B2C-Geschäft operiert, verzeichnete im letzten Jahr eine Abbruchrate von durchschnittlich 72% im Check-out-Prozess. Die Geschäftsleitung plant nun Maßnahmen, um diese Abbruchrate zu reduzieren und die Customer Experience zu optimieren. Unter Beachtung internationaler Daten, die eine durchschnittliche Abbruchrate von etwa 70% zeigen, welche strategischen Ansätze könnten unter Berücksichtigung von Kostentransparenz und Zahlungsarten unternommen werden, um die Abbruchrate signifikant zu senken?","[{""id"":""a"",""text"":""Die Einführung von exklusiven Zahlungsmethoden und das Entfernen von Gastbestelloptionen"",""correct"":false},{""id"":""b"",""text"":""Die Implementierung eines Single-Page-Check-out-Prozesses und die Erhöhung der Versandkosten, um die Abbruchrate zu verringern"",""correct"":false},{""id"":""c"",""text"":""Das Anbieten von beliebten und sicheren Zahlungsarten, kombiniert mit klarer Kostentransparenz im gesamten Kaufprozess"",""correct"":true},{""id"":""d"",""text"":""Die Vereinfachung des Bezahlprozesses bei gleichzeitiger Einführung einer verpflichtenden Registrierung für Neukunden"",""correct"":false}]","","Um die Abbruchrate zu senken, ist es wichtig, beliebte und sichere Zahlungsarten anzubieten und durch Kostentransparenz das Vertrauen der Kunden zu erhöhen.","basic","2025-08-20T08:14:53.064Z","2025-08-20T19:04:17.947Z","4"
"82","10","29","assignment","Zu welchem Thema gehört folgender Begriff: Net Promoter Score (NPS)","[{""id"":""a"",""text"":""Conversion-Rate-Optimierung"",""correct"":false},{""id"":""b"",""text"":""Datenschutz und Datensicherheit"",""correct"":false},{""id"":""c"",""text"":""Kundenverhaltensanalyse und Zufriedenheitsmessung"",""correct"":true},{""id"":""d"",""text"":""Check-out-Prozess-Optimierung"",""correct"":false}]","","Der Net Promoter Score (NPS) gehört zur Kundenverhaltensanalyse und Zufriedenheitsmessung, da er dazu dient, die Wahrscheinlichkeit der Weiterempfehlung eines Produkts oder Unternehmens zu messen.","profi","2025-08-20T08:14:53.064Z","2025-08-20T11:45:21.455Z","2"
"83","10","29","case","In einem B2B-Onlineshop sind die rechtlichen Anforderungen und Prozesse zur Kundenerfassung entscheidend für die Geschäftstransaktionen. Ein neuer Kunde mit einem USt-ID-Nachweis möchte einen Einkauf tätigen. Im Rahmen eines optimal gestalteten Registrierungsprozesses, welcher besonders in gemischten B2C/B2B-Shops von Bedeutung ist, sind bestimmte Schritte erforderlich, um die Transaktion rechtlich sicher zu vollziehen. Welches sind die wesentlichen Elemente, die im Bestell- und Registrierungsprozess eines solchen B2B-Onlineshops sicherzustellen sind, um sowohl den rechtlichen Standards als auch den Unternehmensrichtlinien gerecht zu werden?","[{""id"":""a"",""text"":""Ein sichtbarer Hinweis, dass der Shop auch für B2C geeignet ist, und der Verzicht auf die Validierung von Firmendaten"",""correct"":false},{""id"":""b"",""text"":""Ein deutlicher B2B-Hinweis, Bestätigung der Unternehmertätigkeit durch Checkbox und die Validierung von Firmendaten wie USt-ID und Handelsregistereintrag"",""correct"":true},{""id"":""c"",""text"":""Ausschließlich die Erfassung der Unternehmensgröße und eine Hinweisbox auf die besonderen Rückgabebedingungen im B2B"",""correct"":false},{""id"":""d"",""text"":""Die obligatorische Eingabe eines Zahlungsmittels als erste Registrierungsmaßnahme"",""correct"":false}]","","Für B2B-Onlineshops ist es notwendig, einen deutlichen B2B-Hinweis zu geben und Firmendaten wie USt-ID und Handelsregistereintrag zu validieren, um die Rechtskonformität sicherzustellen.","basic","2025-08-20T08:14:53.064Z","2025-08-20T11:47:23.537Z","2"
"84","1","11","definition","Ein mittelständisches Unternehmen im E-Commerce-Markt möchte seine digitale Infrastruktur ausbauen, um Wettbewerbsvorteile durch Automatisierung und Prozessoptimierung zu erreichen. Dabei sollen sowohl stationäre als auch mobile Lösungen integriert werden. Es ist entscheidend, die Ausbaufähigkeit der IT-Systeme zu garantieren, um zukünftigen technischen und rechtlichen Anforderungen gerecht zu werden. Welcher Begriff beschreibt am präzisesten die Gesamtheit der dabei benötigten Hard- und Software, inklusive der relevanten Datenleitungen, und welcher Prozessschritt ist besonders wichtig, um die Mitarbeiterressourcen von manuellen zu digitalisierten Aufgaben umzuverlagern?","[{""id"":""a"",""text"":""Digitale Infrastruktur; Ist-Situation analysieren"",""correct"":true},{""id"":""b"",""text"":""Digital Transformation; Entscheidungs- und Planungsphase"",""correct"":false},{""id"":""c"",""text"":""Prozessautomatisierung; Ergebnisprüfung"",""correct"":false},{""id"":""d"",""text"":""Informationsmanagement; Zieldefinition"",""correct"":false}]","","Die digitale Infrastruktur umfasst alle notwendigen IT-Komponenten und Prozesse, während die Analyse der Ist-Situation der erste Schritt im Vorgehensmodell ist, um Optimierungsbedarf zu identifizieren.","profi","2025-08-20T09:47:02.931Z","","0"
"85","1","11","assignment","Zu welchem Thema gehört folgender Begriff: Kapitalwertmethode","[{""id"":""a"",""text"":""Systemauswahl und Evaluation"",""correct"":false},{""id"":""b"",""text"":""Digitale Infrastrukturplanung"",""correct"":false},{""id"":""c"",""text"":""Wirtschaftlichkeitsanalyse von Digitalisierungsprojekten"",""correct"":true},{""id"":""d"",""text"":""Datensicherheit und Datenschutzstrategie"",""correct"":false}]","","Die Kapitalwertmethode ist eine dynamische Bewertungsform, die in der wirtschaftlichen Analyse der Rentabilität von Investitionsprojekten, einschließlich Digitalisierungsprojekten, Anwendung findet.","profi","2025-08-20T09:47:02.931Z","","0"
"86","2","30","definition","In einem Unternehmen, das sowohl einfache als auch qualifizierte Mitarbeiter beschäftigt und tarifgebunden ist, stellt sich die Frage, wie der Begriff 'Betriebsvereinbarung' in der Normenhierarchie des Arbeitsrechts einzuordnen ist. Angenommen, die Betriebsvereinbarung regelt die Arbeitszeit völlig anders als der individuelle Arbeitsvertrag und der Tarifvertrag es vorsehen. In welchem Verhältnis steht die Betriebsvereinbarung zu anderen arbeitsrechtlichen Regelungen, und welche Definition beschreibt ihre Relevanz am treffendsten?","[{""id"":""a"",""text"":""Die Betriebsvereinbarung steht über dem Tarifvertrag und dem individuellen Arbeitsvertrag und hat automatisch höhere Priorität."",""correct"":false},{""id"":""b"",""text"":""Die Betriebsvereinbarung ist eine Vereinbarung zwischen Arbeitgeber und Betriebsrat, die im Betrieb wie ein Gesetz gilt, sofern sie nicht gegen höherrangiges Recht verstößt."",""correct"":true},{""id"":""c"",""text"":""Die Betriebsvereinbarung gilt nur, wenn sie weder dem Tarifvertrag noch dem individuellen Arbeitsvertrag widerspricht."",""correct"":false},{""id"":""d"",""text"":""Eine Betriebsvereinbarung kann tarifliche Regelungen nur ergänzen, aber nicht modifizieren."",""correct"":false}]","","Die Betriebsvereinbarung gilt im Betrieb wie ein Gesetz, steht jedoch in der Normenhierarchie unter dem Tarifvertrag und darf höherrangige Regelungen nicht außer Kraft setzen.","profi","2025-08-20T09:47:23.428Z","2025-08-20T11:46:00.121Z","2"
